Time,X,Y,Vx,Vy,Speed,Fuel,Mass,Angle,Stage
13.110000,61.522372,598.760922,11.719847,31.331061,33.451311,0.000000,0.150000,1.394344,1
13.120000,61.639571,599.073025,11.719847,31.210313,33.338244,0.000000,0.150000,1.394169,1
13.130000,61.756769,599.383922,11.719847,31.089741,33.225394,0.000000,0.150000,1.393994,1
13.140000,61.873967,599.693616,11.719847,30.969341,33.112760,0.000000,0.150000,1.393820,1
13.150000,61.991166,600.002107,11.719847,30.849114,33.000343,0.000000,0.150000,1.393645,1
13.160000,62.108364,600.309397,11.719847,30.729058,32.888141,0.000000,0.150000,1.393471,1
13.170000,62.225563,600.615489,11.719847,30.609173,32.776154,0.000000,0.150000,1.393296,1
13.180000,62.342761,600.920384,11.719847,30.489457,32.664382,0.000000,0.150000,1.393122,1
13.190000,62.459960,601.224083,11.719847,30.369910,32.552823,0.000000,0.150000,1.392947,1
13.200000,62.577158,601.526588,11.719847,30.250531,32.441478,0.000000,0.150000,1.392773,1
13.210000,62.694357,601.827901,11.719847,30.131319,32.330345,0.000000,0.150000,1.392598,1
13.220000,62.811555,602.128024,11.719847,30.012273,32.219426,0.000000,0.150000,1.392424,1
13.230000,62.928754,602.426958,11.719847,29.893393,32.108718,0.000000,0.150000,1.392249,1
13.240000,63.045952,602.724705,11.719847,29.774676,31.998221,0.000000,0.150000,1.392075,1
13.250000,63.163151,603.021266,11.719847,29.656123,31.887936,0.000000,0.150000,1.391900,1
13.260000,63.280349,603.316643,11.719847,29.537733,31.777862,0.000000,0.150000,1.391726,1
13.270000,63.397548,603.610838,11.719847,29.419504,31.667997,0.000000,0.150000,1.391551,1
13.280000,63.514746,603.903853,11.719847,29.301436,31.558342,0.000000,0.150000,1.391376,1
13.290000,63.631945,604.195688,11.719847,29.183528,31.448897,0.000000,0.150000,1.391202,1
13.300000,63.749143,604.486346,11.719847,29.065779,31.339661,0.000000,0.150000,1.391027,1
13.310000,63.866342,604.775828,11.719847,28.948188,31.230633,0.000000,0.150000,1.390853,1
13.320000,63.983540,605.064135,11.719847,28.830755,31.121813,0.000000,0.150000,1.390678,1
13.330000,64.100738,605.351270,11.719847,28.713478,31.013201,0.000000,0.150000,1.390504,1
13.340000,64.217937,605.637234,11.719847,28.596357,30.904797,0.000000,0.150000,1.390329,1
13.350000,64.335135,605.922027,11.719847,28.479391,30.796599,0.000000,0.150000,1.390155,1
13.360000,64.452334,606.205653,11.719847,28.362579,30.688609,0.000000,0.150000,1.389980,1
13.370000,64.569532,606.488112,11.719847,28.245920,30.580824,0.000000,0.150000,1.389806,1
13.380000,64.686731,606.769407,11.719847,28.129413,30.473246,0.000000,0.150000,1.389631,1
13.390000,64.803929,607.049537,11.719847,28.013058,30.365873,0.000000,0.150000,1.389457,1
13.400000,64.921128,607.328506,11.719847,27.896854,30.258706,0.000000,0.150000,1.389282,1
13.410000,65.038326,607.606314,11.719847,27.780799,30.151743,0.000000,0.150000,1.389108,1
13.420000,65.155525,607.882963,11.719847,27.664894,30.044986,0.000000,0.150000,1.388933,1
13.430000,65.272723,608.158454,11.719847,27.549137,29.938433,0.000000,0.150000,1.388758,1
13.440000,65.389922,608.432789,11.719847,27.433527,29.832084,0.000000,0.150000,1.388584,1
13.450000,65.507120,608.705970,11.719847,27.318064,29.725939,0.000000,0.150000,1.388409,1
13.460000,65.624319,608.977997,11.719847,27.202747,29.619997,0.000000,0.150000,1.388235,1
13.470000,65.741517,609.248873,11.719847,27.087574,29.514259,0.000000,0.150000,1.388060,1
13.480000,65.858716,609.518599,11.719847,26.972546,29.408725,0.000000,0.150000,1.387886,1
13.490000,65.975914,609.787175,11.719847,26.857662,29.303393,0.000000,0.150000,1.387711,1
13.500000,66.093113,610.054604,11.719847,26.742920,29.198264,0.000000,0.150000,1.387537,1
13.510000,66.210311,610.320888,11.719847,26.628320,29.093337,0.000000,0.150000,1.387362,1
13.520000,66.327509,610.586026,11.719847,26.513862,28.988613,0.000000,0.150000,1.387188,1
13.530000,66.444708,610.850022,11.719847,26.399543,28.884091,0.000000,0.150000,1.387013,1
13.540000,66.561906,611.112875,11.719847,26.285364,28.779771,0.000000,0.150000,1.386839,1
13.550000,66.679105,611.374588,11.719847,26.171324,28.675652,0.000000,0.150000,1.386664,1
13.560000,66.796303,611.635163,11.719847,26.057422,28.571735,0.000000,0.150000,1.386490,1
13.570000,66.913502,611.894599,11.719847,25.943657,28.468020,0.000000,0.150000,1.386315,1
13.580000,67.030700,612.152900,11.719847,25.830029,28.364506,0.000000,0.150000,1.386140,1
13.590000,67.147899,612.410065,11.719847,25.716536,28.261193,0.000000,0.150000,1.385966,1
13.600000,67.265097,612.666097,11.719847,25.603178,28.158082,0.000000,0.150000,1.385791,1
13.610000,67.382296,612.920996,11.719847,25.489955,28.055171,0.000000,0.150000,1.385617,1
13.620000,67.499494,613.174765,11.719847,25.376865,27.952461,0.000000,0.150000,1.385442,1
13.630000,67.616693,613.427404,11.719847,25.263908,27.849953,0.000000,0.150000,1.385268,1
13.640000,67.733891,613.678915,11.719847,25.151082,27.747644,0.000000,0.150000,1.385093,1
13.650000,67.851090,613.929299,11.719847,25.038388,27.645537,0.000000,0.150000,1.384919,1
13.660000,67.968288,614.178557,11.719847,24.925825,27.543630,0.000000,0.150000,1.384744,1
13.670000,68.085487,614.426691,11.719847,24.813391,27.441924,0.000000,0.150000,1.384570,1
13.680000,68.202685,614.673702,11.719847,24.701086,27.340418,0.000000,0.150000,1.384395,1
13.690000,68.319884,614.919591,11.719847,24.588910,27.239113,0.000000,0.150000,1.384221,1
13.700000,68.437082,615.164359,11.719847,24.476861,27.138009,0.000000,0.150000,1.384046,1
13.710000,68.554281,615.408009,11.719847,24.364939,27.037105,0.000000,0.150000,1.383872,1
13.720000,68.671479,615.650540,11.719847,24.253143,26.936402,0.000000,0.150000,1.383697,1
13.730000,68.788677,615.891955,11.719847,24.141472,26.835899,0.000000,0.150000,1.383522,1
13.740000,68.905876,616.132254,11.719847,24.029926,26.735597,0.000000,0.150000,1.383348,1
13.750000,69.023074,616.371439,11.719847,23.918504,26.635496,0.000000,0.150000,1.383173,1
13.760000,69.140273,616.609511,11.719847,23.807205,26.535596,0.000000,0.150000,1.382999,1
13.770000,69.257471,616.846472,11.719847,23.696029,26.435896,0.000000,0.150000,1.382824,1
13.780000,69.374670,617.082321,11.719847,23.584975,26.336398,0.000000,0.150000,1.382650,1
13.790000,69.491868,617.317062,11.719847,23.474042,26.237101,0.000000,0.150000,1.382475,1
13.800000,69.609067,617.550694,11.719847,23.363229,26.138005,0.000000,0.150000,1.382301,1
13.810000,69.726265,617.783219,11.719847,23.252536,26.039110,0.000000,0.150000,1.382126,1
13.820000,69.843464,618.014639,11.719847,23.141962,25.940417,0.000000,0.150000,1.381952,1
13.830000,69.960662,618.244954,11.719847,23.031506,25.841925,0.000000,0.150000,1.381777,1
13.840000,70.077861,618.474166,11.719847,22.921168,25.743636,0.000000,0.150000,1.381603,1
13.850000,70.195059,618.702275,11.719847,22.810948,25.645548,0.000000,0.150000,1.381428,1
13.860000,70.312258,618.929284,11.719847,22.700843,25.547663,0.000000,0.150000,1.381254,1
13.870000,70.429456,619.155192,11.719847,22.590854,25.449980,0.000000,0.150000,1.381079,1
13.880000,70.546655,619.380002,11.719847,22.480980,25.352500,0.000000,0.150000,1.380905,1
13.890000,70.663853,619.603714,11.719847,22.371220,25.255223,0.000000,0.150000,1.380730,1
13.900000,70.781052,619.826330,11.719847,22.261574,25.158149,0.000000,0.150000,1.380555,1
13.910000,70.898250,620.047850,11.719847,22.152040,25.061279,0.000000,0.150000,1.380381,1
13.920000,71.015448,620.268277,11.719847,22.042619,24.964612,0.000000,0.150000,1.380206,1
13.930000,71.132647,620.487610,11.719847,21.933309,24.868150,0.000000,0.150000,1.380032,1
13.940000,71.249845,620.705851,11.719847,21.824111,24.771892,0.000000,0.150000,1.379857,1
13.950000,71.367044,620.923001,11.719847,21.715022,24.675839,0.000000,0.150000,1.379683,1
13.960000,71.484242,621.139061,11.719847,21.606043,24.579991,0.000000,0.150000,1.379508,1
13.970000,71.601441,621.354033,11.719847,21.497173,24.484348,0.000000,0.150000,1.379334,1
13.980000,71.718639,621.567917,11.719847,21.388412,24.388911,0.000000,0.150000,1.379159,1
13.990000,71.835838,621.780715,11.719847,21.279758,24.293680,0.000000,0.150000,1.378985,1
14.000000,71.953036,621.992427,11.719847,21.171211,24.198657,0.000000,0.150000,1.378810,1
14.010000,72.070235,622.203055,11.719847,21.062770,24.103840,0.000000,0.150000,1.378636,1
14.020000,72.187433,622.412599,11.719847,20.954435,24.009231,0.000000,0.150000,1.378461,1
14.030000,72.304632,622.621061,11.719847,20.846204,23.914829,0.000000,0.150000,1.378287,1
14.040000,72.421830,622.828442,11.719847,20.738079,23.820637,0.000000,0.150000,1.378112,1
14.050000,72.539029,623.034742,11.719847,20.630057,23.726653,0.000000,0.150000,1.377937,1
14.060000,72.656227,623.239964,11.719847,20.522138,23.632879,0.000000,0.150000,1.377763,1
14.070000,72.773426,623.444107,11.719847,20.414321,23.539315,0.000000,0.150000,1.377588,1
14.080000,72.890624,623.647173,11.719847,20.306607,23.445961,0.000000,0.150000,1.377414,1
14.090000,73.007823,623.849163,11.719847,20.198993,23.352819,0.000000,0.150000,1.377239,1
14.100000,73.125021,624.050078,11.719847,20.091480,23.259888,0.000000,0.150000,1.377065,1
14.110000,73.242219,624.249918,11.719847,19.984067,23.167170,0.000000,0.150000,1.376890,1
14.120000,73.359418,624.448686,11.719847,19.876754,23.074665,0.000000,0.150000,1.376716,1
14.130000,73.476616,624.646381,11.719847,19.769539,22.982373,0.000000,0.150000,1.376541,1
14.140000,73.593815,624.843006,11.719847,19.662422,22.890296,0.000000,0.150000,1.376367,1
14.150000,73.711013,625.038560,11.719847,19.555402,22.798434,0.000000,0.150000,1.376192,1
14.160000,73.828212,625.233044,11.719847,19.448480,22.706787,0.000000,0.150000,1.376018,1
14.170000,73.945410,625.426461,11.719847,19.341653,22.615357,0.000000,0.150000,1.375843,1
14.180000,74.062609,625.618810,11.719847,19.234923,22.524144,0.000000,0.150000,1.375669,1
14.190000,74.179807,625.810093,11.719847,19.128287,22.433149,0.000000,0.150000,1.375494,1
14.200000,74.297006,626.000310,11.719847,19.021745,22.342373,0.000000,0.150000,1.375319,1
14.210000,74.414204,626.189463,11.719847,18.915298,22.251816,0.000000,0.150000,1.375145,1
14.220000,74.531403,626.377553,11.719847,18.808943,22.161479,0.000000,0.150000,1.374970,1
14.230000,74.648601,626.564580,11.719847,18.702681,22.071364,0.000000,0.150000,1.374796,1
14.240000,74.765800,626.750545,11.719847,18.596511,21.981471,0.000000,0.150000,1.374621,1
14.250000,74.882998,626.935449,11.719847,18.490433,21.891801,0.000000,0.150000,1.374447,1
14.260000,75.000197,627.119294,11.719847,18.384445,21.802354,0.000000,0.150000,1.374272,1
14.270000,75.117395,627.302079,11.719847,18.278547,21.713132,0.000000,0.150000,1.374098,1
14.280000,75.234594,627.483806,11.719847,18.172739,21.624136,0.000000,0.150000,1.373923,1
14.290000,75.351792,627.664477,11.719847,18.067020,21.535367,0.000000,0.150000,1.373749,1
14.300000,75.468990,627.844091,11.719847,17.961389,21.446826,0.000000,0.150000,1.373574,1
14.310000,75.586189,628.022649,11.719847,17.855847,21.358513,0.000000,0.150000,1.373400,1
14.320000,75.703387,628.200153,11.719847,17.750391,21.270430,0.000000,0.150000,1.373225,1
14.330000,75.820586,628.376603,11.719847,17.645022,21.182578,0.000000,0.150000,1.373051,1
14.340000,75.937784,628.552001,11.719847,17.539739,21.094958,0.000000,0.150000,1.372876,1
14.350000,76.054983,628.726346,11.719847,17.434541,21.007571,0.000000,0.150000,1.372701,1
14.360000,76.172181,628.899640,11.719847,17.329428,20.920419,0.000000,0.150000,1.372527,1
14.370000,76.289380,629.071884,11.719847,17.224400,20.833501,0.000000,0.150000,1.372352,1
14.380000,76.406578,629.243079,11.719847,17.119455,20.746821,0.000000,0.150000,1.372178,1
14.390000,76.523777,629.413225,11.719847,17.014594,20.660378,0.000000,0.150000,1.372003,1
14.400000,76.640975,629.582323,11.719847,16.909815,20.574175,0.000000,0.150000,1.371829,1
14.410000,76.758174,629.750374,11.719847,16.805118,20.488212,0.000000,0.150000,1.371654,1
14.420000,76.875372,629.917379,11.719847,16.700503,20.402490,0.000000,0.150000,1.371480,1
14.430000,76.992571,630.083339,11.719847,16.595968,20.317012,0.000000,0.150000,1.371305,1
14.440000,77.109769,630.248254,11.719847,16.491514,20.231778,0.000000,0.150000,1.371131,1
14.450000,77.226968,630.412125,11.719847,16.387139,20.146790,0.000000,0.150000,1.370956,1
14.460000,77.344166,630.574954,11.719847,16.282844,20.062049,0.000000,0.150000,1.370782,1
14.470000,77.461365,630.736740,11.719847,16.178627,19.977557,0.000000,0.150000,1.370607,1
14.480000,77.578563,630.897485,11.719847,16.074488,19.893315,0.000000,0.150000,1.370433,1
14.490000,77.695762,631.057189,11.719847,15.970427,19.809325,0.000000,0.150000,1.370258,1
14.500000,77.812960,631.215854,11.719847,15.866443,19.725588,0.000000,0.150000,1.370083,1
14.510000,77.930158,631.373479,11.719847,15.762535,19.642106,0.000000,0.150000,1.369909,1
14.520000,78.047357,631.530066,11.719847,15.658703,19.558880,0.000000,0.150000,1.369734,1
14.530000,78.164555,631.685615,11.719847,15.554946,19.475912,0.000000,0.150000,1.369560,1
14.540000,78.281754,631.840128,11.719847,15.451264,19.393204,0.000000,0.150000,1.369385,1
14.550000,78.398952,631.993605,11.719847,15.347656,19.310758,0.000000,0.150000,1.369211,1
14.560000,78.516151,632.146046,11.719847,15.244121,19.228574,0.000000,0.150000,1.369036,1
14.570000,78.633349,632.297452,11.719847,15.140660,19.146655,0.000000,0.150000,1.368862,1
14.580000,78.750548,632.447825,11.719847,15.037271,19.065003,0.000000,0.150000,1.368687,1
14.590000,78.867746,632.597165,11.719847,14.933954,18.983620,0.000000,0.150000,1.368513,1
14.600000,78.984945,632.745472,11.719847,14.830709,18.902507,0.000000,0.150000,1.368338,1
14.610000,79.102143,632.892747,11.719847,14.727535,18.821666,0.000000,0.150000,1.368164,1
14.620000,79.219342,633.038991,11.719847,14.624431,18.741099,0.000000,0.150000,1.367989,1
14.630000,79.336540,633.184205,11.719847,14.521396,18.660809,0.000000,0.150000,1.367815,1
14.640000,79.453739,633.328390,11.719847,14.418431,18.580796,0.000000,0.150000,1.367640,1
14.650000,79.570937,633.471545,11.719847,14.315535,18.501064,0.000000,0.150000,1.367465,1
14.660000,79.688136,633.613672,11.719847,14.212707,18.421614,0.000000,0.150000,1.367291,1
14.670000,79.805334,633.754772,11.719847,14.109947,18.342449,0.000000,0.150000,1.367116,1
14.680000,79.922533,633.894844,11.719847,14.007254,18.263570,0.000000,0.150000,1.366942,1
14.690000,80.039731,634.033890,11.719847,13.904627,18.184979,0.000000,0.150000,1.366767,1
14.700000,80.156929,634.171911,11.719847,13.802067,18.106680,0.000000,0.150000,1.366593,1
14.710000,80.274128,634.308907,11.719847,13.699572,18.028674,0.000000,0.150000,1.366418,1
14.720000,80.391326,634.444878,11.719847,13.597142,17.950963,0.000000,0.150000,1.366244,1
14.730000,80.508525,634.579826,11.719847,13.494776,17.873551,0.000000,0.150000,1.366069,1
14.740000,80.625723,634.713751,11.719847,13.392475,17.796438,0.000000,0.150000,1.365895,1
14.750000,80.742922,634.846653,11.719847,13.290237,17.719628,0.000000,0.150000,1.365720,1
14.760000,80.860120,634.978534,11.719847,13.188062,17.643123,0.000000,0.150000,1.365546,1
14.770000,80.977319,635.109393,11.719847,13.085949,17.566926,0.000000,0.150000,1.365371,1
14.780000,81.094517,635.239232,11.719847,12.983899,17.491039,0.000000,0.150000,1.365197,1
14.790000,81.211716,635.368051,11.719847,12.881909,17.415465,0.000000,0.150000,1.365022,1
14.800000,81.328914,635.495851,11.719847,12.779981,17.340206,0.000000,0.150000,1.364847,1
14.810000,81.446113,635.622632,11.719847,12.678113,17.265265,0.000000,0.150000,1.364673,1
14.820000,81.563311,635.748395,11.719847,12.576305,17.190645,0.000000,0.150000,1.364498,1
14.830000,81.680510,635.873141,11.719847,12.474556,17.116348,0.000000,0.150000,1.364324,1
14.840000,81.797708,635.996869,11.719847,12.372865,17.042377,0.000000,0.150000,1.364149,1
14.850000,81.914907,636.119582,11.719847,12.271234,16.968736,0.000000,0.150000,1.363975,1
14.860000,82.032105,636.241278,11.719847,12.169660,16.895427,0.000000,0.150000,1.363800,1
14.870000,82.149304,636.361960,11.719847,12.068143,16.822452,0.000000,0.150000,1.363626,1
14.880000,82.266502,636.481627,11.719847,11.966683,16.749815,0.000000,0.150000,1.363451,1
14.890000,82.383700,636.600279,11.719847,11.865279,16.677520,0.000000,0.150000,1.363277,1
14.900000,82.500899,636.717919,11.719847,11.763931,16.605568,0.000000,0.150000,1.363102,1
14.910000,82.618097,636.834545,11.719847,11.662638,16.533964,0.000000,0.150000,1.362928,1
14.920000,82.735296,636.950159,11.719847,11.561400,16.462709,0.000000,0.150000,1.362753,1
14.930000,82.852494,637.064761,11.719847,11.460216,16.391808,0.000000,0.150000,1.362579,1
14.940000,82.969693,637.178352,11.719847,11.359086,16.321264,0.000000,0.150000,1.362404,1
14.950000,83.086891,637.290932,11.719847,11.258009,16.251080,0.000000,0.150000,1.362229,1
14.960000,83.204090,637.402502,11.719847,11.156985,16.181259,0.000000,0.150000,1.362055,1
14.970000,83.321288,637.513062,11.719847,11.056014,16.111805,0.000000,0.150000,1.361880,1
14.980000,83.438487,637.622613,11.719847,10.955093,16.042721,0.000000,0.150000,1.361706,1
14.990000,83.555685,637.731155,11.719847,10.854225,15.974011,0.000000,0.150000,1.361531,1
15.000000,83.672884,637.838690,11.719847,10.753407,15.905678,0.000000,0.150000,1.361357,1
15.010000,83.790082,637.945216,11.719847,10.652639,15.837725,0.000000,0.150000,1.361182,1
15.020000,83.907281,638.050735,11.719847,10.551921,15.770157,0.000000,0.150000,1.361008,1
15.030000,84.024479,638.155248,11.719847,10.451252,15.702977,0.000000,0.150000,1.360833,1
15.040000,84.141678,638.258754,11.719847,10.350632,15.636189,0.000000,0.150000,1.360659,1
15.050000,84.258876,638.361255,11.719847,10.250060,15.569796,0.000000,0.150000,1.360484,1
15.060000,84.376075,638.462750,11.719847,10.149536,15.503803,0.000000,0.150000,1.360310,1
15.070000,84.493273,638.563241,11.719847,10.049060,15.438213,0.000000,0.150000,1.360135,1
15.080000,84.610471,638.662727,11.719847,9.948630,15.373030,0.000000,0.150000,1.359961,1
15.090000,84.727670,638.761209,11.719847,9.848247,15.308259,0.000000,0.150000,1.359786,1
15.100000,84.844868,638.858688,11.719847,9.747909,15.243902,0.000000,0.150000,1.359611,1
15.110000,84.962067,638.955165,11.719847,9.647617,15.179965,0.000000,0.150000,1.359437,1
15.120000,85.079265,639.050638,11.719847,9.547369,15.116451,0.000000,0.150000,1.359262,1
15.130000,85.196464,639.145110,11.719847,9.447166,15.053364,0.000000,0.150000,1.359088,1
15.140000,85.313662,639.238580,11.719847,9.347007,14.990709,0.000000,0.150000,1.358913,1
15.150000,85.430861,639.331049,11.719847,9.246892,14.928491,0.000000,0.150000,1.358739,1
15.160000,85.548059,639.422517,11.719847,9.146819,14.866712,0.000000,0.150000,1.358564,1
15.170000,85.665258,639.512985,11.719847,9.046789,14.805378,0.000000,0.150000,1.358390,1
15.180000,85.782456,639.602453,11.719847,8.946801,14.744493,0.000000,0.150000,1.358215,1
15.190000,85.899655,639.690922,11.719847,8.846854,14.684061,0.000000,0.150000,1.358041,1
15.200000,86.016853,639.778391,11.719847,8.746948,14.624087,0.000000,0.150000,1.357866,1
15.210000,86.134052,639.864862,11.719847,8.647083,14.564576,0.000000,0.150000,1.357692,1
15.220000,86.251250,639.950334,11.719847,8.547258,14.505532,0.000000,0.150000,1.357517,1
15.230000,86.368449,640.034809,11.719847,8.447473,14.446959,0.000000,0.150000,1.357343,1
15.240000,86.485647,640.118286,11.719847,8.347726,14.388862,0.000000,0.150000,1.357168,1
15.250000,86.602846,640.200767,11.719847,8.248019,14.331247,0.000000,0.150000,1.356993,1
15.260000,86.720044,640.282250,11.719847,8.148349,14.274117,0.000000,0.150000,1.356819,1
15.270000,86.837243,640.362737,11.719847,8.048717,14.217478,0.000000,0.150000,1.356644,1
15.280000,86.954441,640.442228,11.719847,7.949123,14.161334,0.000000,0.150000,1.356470,1
15.290000,87.071639,640.520724,11.719847,7.849565,14.105690,0.000000,0.150000,1.356295,1
15.300000,87.188838,640.598225,11.719847,7.750043,14.050551,0.000000,0.150000,1.356121,1
15.310000,87.306036,640.674730,11.719847,7.650558,13.995923,0.000000,0.150000,1.355946,1
15.320000,87.423235,640.750241,11.719847,7.551107,13.941809,0.000000,0.150000,1.355772,1
15.330000,87.540433,640.824758,11.719847,7.451692,13.888216,0.000000,0.150000,1.355597,1
15.340000,87.657632,640.898281,11.719847,7.352311,13.835147,0.000000,0.150000,1.355423,1
15.350000,87.774830,640.970811,11.719847,7.252964,13.782609,0.000000,0.150000,1.355248,1
15.360000,87.892029,641.042347,11.719847,7.153650,13.730606,0.000000,0.150000,1.355074,1
15.370000,88.009227,641.112891,11.719847,7.054369,13.679143,0.000000,0.150000,1.354899,1
15.380000,88.126426,641.182442,11.719847,6.955121,13.628226,0.000000,0.150000,1.354725,1
15.390000,88.243624,641.251001,11.719847,6.855905,13.577859,0.000000,0.150000,1.354550,1
15.400000,88.360823,641.318569,11.719847,6.756721,13.528049,0.000000,0.150000,1.354375,1
15.410000,88.478021,641.385144,11.719847,6.657568,13.478799,0.000000,0.150000,1.354201,1
15.420000,88.595220,641.450729,11.719847,6.558445,13.430116,0.000000,0.150000,1.354026,1
15.430000,88.712418,641.515322,11.719847,6.459353,13.382005,0.000000,0.150000,1.353852,1
15.440000,88.829617,641.578925,11.719847,6.360290,13.334471,0.000000,0.150000,1.353677,1
15.450000,88.946815,641.641538,11.719847,6.261257,13.287519,0.000000,0.150000,1.353503,1
15.460000,89.064014,641.703160,11.719847,6.162252,13.241155,0.000000,0.150000,1.353328,1
15.470000,89.181212,641.763793,11.719847,6.063276,13.195383,0.000000,0.150000,1.353154,1
15.480000,89.298410,641.823436,11.719847,5.964328,13.150210,0.000000,0.150000,1.352979,1
15.490000,89.415609,641.882090,11.719847,5.865407,13.105641,0.000000,0.150000,1.352805,1
15.500000,89.532807,641.939755,11.719847,5.766514,13.061681,0.000000,0.150000,1.352630,1
15.510000,89.650006,641.996432,11.719847,5.667646,13.018335,0.000000,0.150000,1.352456,1
15.520000,89.767204,642.052120,11.719847,5.568805,12.975609,0.000000,0.150000,1.352281,1
15.530000,89.884403,642.106820,11.719847,5.469990,12.933507,0.000000,0.150000,1.352107,1
15.540000,90.001601,642.160532,11.719847,5.371200,12.892037,0.000000,0.150000,1.351932,1
15.550000,90.118800,642.213256,11.719847,5.272434,12.851202,0.000000,0.150000,1.351758,1
15.560000,90.235998,642.264993,11.719847,5.173693,12.811008,0.000000,0.150000,1.351583,1
15.570000,90.353197,642.315743,11.719847,5.074975,12.771460,0.000000,0.150000,1.351408,1
15.580000,90.470395,642.365506,11.719847,4.976281,12.732564,0.000000,0.150000,1.351234,1
15.590000,90.587594,642.414282,11.719847,4.877610,12.694326,0.000000,0.150000,1.351059,1
15.600000,90.704792,642.462071,11.719847,4.778961,12.656749,0.000000,0.150000,1.350885,1
15.610000,90.821991,642.508875,11.719847,4.680334,12.619840,0.000000,0.150000,1.350710,1
15.620000,90.939189,642.554692,11.719847,4.581728,12.583603,0.000000,0.150000,1.350536,1
15.630000,91.056388,642.599523,11.719847,4.483144,12.548044,0.000000,0.150000,1.350361,1
15.640000,91.173586,642.643369,11.719847,4.384580,12.513168,0.000000,0.150000,1.350187,1
15.650000,91.290785,642.686230,11.719847,4.286037,12.478980,0.000000,0.150000,1.350012,1
15.660000,91.407983,642.728105,11.719847,4.187513,12.445485,0.000000,0.150000,1.349838,1
15.670000,91.525181,642.768995,11.719847,4.089009,12.412688,0.000000,0.150000,1.349663,1
15.680000,91.642380,642.808900,11.719847,3.990523,12.380594,0.000000,0.150000,1.349489,1
15.690000,91.759578,642.847821,11.719847,3.892055,12.349207,0.000000,0.150000,1.349314,1
15.700000,91.876777,642.885757,11.719847,3.793606,12.318534,0.000000,0.150000,1.349140,1
15.710000,91.993975,642.922708,11.719847,3.695174,12.288577,0.000000,0.150000,1.348965,1
15.720000,92.111174,642.958676,11.719847,3.596759,12.259343,0.000000,0.150000,1.348790,1
15.730000,92.228372,642.993660,11.719847,3.498360,12.230836,0.000000,0.150000,1.348616,1
15.740000,92.345571,643.027659,11.719847,3.399978,12.203060,0.000000,0.150000,1.348441,1
15.750000,92.462769,643.060675,11.719847,3.301611,12.176020,0.000000,0.150000,1.348267,1
15.760000,92.579968,643.092708,11.719847,3.203260,12.149720,0.000000,0.150000,1.348092,1
15.770000,92.697166,643.123757,11.719847,3.104923,12.124165,0.000000,0.150000,1.347918,1
15.780000,92.814365,643.153823,11.719847,3.006601,12.099358,0.000000,0.150000,1.347743,1
15.790000,92.931563,643.182906,11.719847,2.908292,12.075305,0.000000,0.150000,1.347569,1
15.800000,93.048762,643.211006,11.719847,2.809997,12.052008,0.000000,0.150000,1.347394,1
15.810000,93.165960,643.238123,11.719847,2.711715,12.029473,0.000000,0.150000,1.347220,1
15.820000,93.283159,643.264258,11.719847,2.613445,12.007703,0.000000,0.150000,1.347045,1
15.830000,93.400357,643.289410,11.719847,2.515188,11.986701,0.000000,0.150000,1.346871,1
15.840000,93.517556,643.313579,11.719847,2.416942,11.966471,0.000000,0.150000,1.346696,1
15.850000,93.634754,643.336766,11.719847,2.318707,11.947017,0.000000,0.150000,1.346522,1
15.860000,93.751953,643.358971,11.719847,2.220483,11.928343,0.000000,0.150000,1.346347,1
15.870000,93.869151,643.380194,11.719847,2.122269,11.910451,0.000000,0.150000,1.346172,1
15.880000,93.986349,643.400434,11.719847,2.024065,11.893345,0.000000,0.150000,1.345998,1
15.890000,94.103548,643.419693,11.719847,1.925871,11.877028,0.000000,0.150000,1.345823,1
15.900000,94.220746,643.437970,11.719847,1.827685,11.861503,0.000000,0.150000,1.345649,1
15.910000,94.337945,643.455265,11.719847,1.729508,11.846773,0.000000,0.150000,1.345474,1
15.920000,94.455143,643.471578,11.719847,1.631339,11.832840,0.000000,0.150000,1.345300,1
15.930000,94.572342,643.486910,11.719847,1.533178,11.819706,0.000000,0.150000,1.345125,1
15.940000,94.689540,643.501260,11.719847,1.435024,11.807376,0.000000,0.150000,1.344951,1
15.950000,94.806739,643.514629,11.719847,1.336876,11.795849,0.000000,0.150000,1.344776,1
15.960000,94.923937,643.527017,11.719847,1.238735,11.785130,0.000000,0.150000,1.344602,1
15.970000,95.041136,643.538423,11.719847,1.140599,11.775219,0.000000,0.150000,1.344427,1
15.980000,95.158334,643.548847,11.719847,1.042469,11.766119,0.000000,0.150000,1.344253,1
15.990000,95.275533,643.558291,11.719847,0.944344,11.757832,0.000000,0.150000,1.344078,1
16.000000,95.392731,643.566753,11.719847,0.846224,11.750358,0.000000,0.150000,1.343904,1
16.010000,95.509930,643.574234,11.719847,0.748107,11.743700,0.000000,0.150000,1.343729,1
16.020000,95.627128,643.580734,11.719847,0.649994,11.737858,0.000000,0.150000,1.343554,1
16.030000,95.744327,643.586253,11.719847,0.551885,11.732834,0.000000,0.150000,1.343380,1
16.040000,95.861525,643.590791,11.719847,0.453778,11.728629,0.000000,0.150000,1.343205,1
16.050000,95.978724,643.594347,11.719847,0.355673,11.725243,0.000000,0.150000,1.343031,1
16.060000,96.095922,643.596923,11.719847,0.257570,11.722677,0.000000,0.150000,1.342856,1
16.070000,96.213120,643.598518,11.719847,0.159468,11.720932,0.000000,0.150000,1.342682,1
